Topic	No	ID	Sentence	Type	LinkAudio
Restaurant	2.5	2.5Viet	Cho tôi đặt một bàn vào 8 giờ tối ngày mai nhé?	Viet	
Restaurant	2.5	2.5Eng	Can I make a reservation for tomorrow night at eight?	Eng	https://luandai123.github.io/English_Daily/6.2.5-Eng.mp3
Restaurant	2.5	2.5Phon	kæn aɪ meɪk ə ˌrɛzərˈveɪʃən fɔ:r təˈma:roʊ naɪt æt eɪt	Phon	
Restaurant	3	3Struc	WOULD YOU PLEASE HOLD THE TABLE…? /Bạn giữ chỗ giúp tôi được không?/	Struc	
Restaurant	3.1	3.1Viet	Bạn giữ chỗ giúp mình được không, mình sẽ tới trễ 20 phút.	Viet	
Restaurant	3.1	3.1Eng	Would you please hold my table, I’ll be 20 minutes late?	Eng	https://luandai123.github.io/English_Daily/6.3.1-Eng.mp3
Restaurant	3.1	3.1Phon	wʊd ju: pli:z hoʊld maɪ ˈteɪbəl aɪl bi: ˈtwenti ˈmɪnɪts leɪt	Phon	
Restaurant	3.2	3.2Viet	Bạn giữ chỗ giúp mình được không, e rằng mình sẽ đến trễ.	Viet	
Restaurant	3.2	3.2Eng	Would you please hold my table, I am afraid I will be late?	Eng	https://luandai123.github.io/English_Daily/6.3.2-Eng.mp3
Restaurant	3.2	3.2Phon	wʊd ju: pli:z hoʊld maɪ ˈteɪbəl aɪ æm əˈfreɪd aɪ wɪl bi: leɪt	Phon	
Restaurant	3.3	3.3Viet	Bạn giữ chỗ giúp mình thêm 30 phút nữa được không?	Viet	
Restaurant	3.3	3.3Eng	Would you please hold the table for another half hour?	Eng	https://luandai123.github.io/English_Daily/6.3.3-Eng.mp3
Restaurant	3.3	3.3Phon	wʊd ju: pli:z hoʊld ðə ˈteɪbəl fɔ:r əˈnʌðər hæf ˈaʊər	Phon	
Restaurant	4	4Struc	WE DIDN’T BOOK IN ADVANCE… /Chúng tôi không đặt chỗ trước.../	Struc	
Restaurant	4.1	4.1Viet	Chúng tôi không đặt chỗ trước, khi nào thì có bàn ạ?	Viet	
Restaurant	4.1	4.1Eng	We didn’t book in advance, when will a table be free?	Eng	https://luandai123.github.io/English_Daily/6.4.1-Eng.mp3
Restaurant	4.1	4.1Phon	wi: ˈdɪdənt bʊk ɪn ədˈvæns wɛn wɪl ə ˈteɪbəl bi: fri:	Phon	
Restaurant	4.2	4.2Viet	Rất tiếc là chúng tôi không đặt chỗ trước, chúng tôi sẽ phải đợi trong bao lâu ạ?	Viet	
Restaurant	4.2	4.2Eng	I’m afraid we don’t have a reservation, how long will we have to wait?	Eng	https://luandai123.github.io/English_Daily/6.4.2-Eng.mp3
Restaurant	4.2	4.2Phon	aɪm əˈfreɪd wi: doʊnt hæv ə ˌrɛzərˈveɪʃən haʊ lɔ:ŋ wɪl wi: hæv tu: weɪt	Phon	
Restaurant	4.3	4.3Viet	Chúng tôi không đặt chỗ trước, khi nào có bàn thì cô cho tôi biết nhé?	Viet	
Restaurant	4.3	4.3Eng	We didn’t book in advance, can you let me know when a table is available?	Eng	https://luandai123.github.io/English_Daily/6.4.3-Eng.mp3
Restaurant	4.3	4.3Phon	wi: ˈdɪdənt bʊk ɪn ədˈvæns kæn ju lɛt mi: noʊ wɛn ə ˈteɪbəl ɪz əˈveɪləbəl	Phon	
Restaurant	5	5Struc	WE’D LIKE TO SEE THE… /Chúng tôi muốn xem…/	Struc	
Restaurant	5.1	5.1Viet	Chúng tôi muốn xem thực đơn.	Viet	
Restaurant	5.1	5.1Eng	We’d like to see the menu, please.	Eng	https://luandai123.github.io/English_Daily/6.5.1-Eng.mp3
Restaurant	5.1	5.1Phon	wi:d laɪk tu: si: ðə ˈmɛnju: pli:z	Phon	
Restaurant	5.2	5.2Viet	Chúng tôi muốn xem thực đơn rượu.	Viet	
Restaurant	5.2	5.2Eng	We’d like to see wine menu, please.	Eng	https://luandai123.github.io/English_Daily/6.5.2-Eng.mp3
Restaurant	5.2	5.2Phon	wi:d laɪk tu: si: waɪn ˈmɛnju: pli:z	Phon	
Restaurant	5.3	5.3Viet	Tôi muốn xem thực đơn nước uống.	Viet	
Restaurant	5.3	5.3Eng	I’d like to see drink menu, please.	Eng	https://luandai123.github.io/English_Daily/6.5.3-Eng.mp3
Restaurant	5.3	5.3Phon	aɪd laɪk tu: si: drɪŋk ˈmɛnju: pli:z	Phon	
Restaurant	5.4	5.4Viet	Chúng tôi muốn 2 thực đơn.	Viet	
Restaurant	5.4	5.4Eng	We’d like 2 menus, please.	Eng	https://luandai123.github.io/English_Daily/6.5.4-Eng.mp3
Restaurant	5.4	5.4Phon	wi:d laɪk tu: ˈmɛnju:z pli:z	Phon	
Restaurant	5.5	5.5Viet	Chúng tôi muốn xem thực đơn tráng miệng.	Viet	
Restaurant	5.5	5.5Eng	We’d like to see the dessert menu, please.	Eng	https://luandai123.github.io/English_Daily/6.5.5-Eng.mp3
Restaurant	5.5	5.5Phon	wi:d laɪk tu: si: ðə dɪˈzɜ:rt ˈmɛnju: pli:z	Phon	
Restaurant	6	6Struc	WHAT DO YOU RECOMMEND FOR…? /Bạn có thể gợi ý cho tôi… được không?/	Struc	
Restaurant	6.1	6.1Viet	Bạn có thể gợi ý cho tôi món khai vị được không?	Viet	
Restaurant	6.1	6.1Eng	What do you recommend for appetizer?	Eng	https://luandai123.github.io/English_Daily/6.6.1-Eng.mp3
Restaurant	6.1	6.1Phon	wʌt du: ju: ˌrɛkəˈmɛnd fɔ:r ˈæpətaɪzər	Phon	
Restaurant	6.2	6.2Viet	Bạn có thể gợi ý cho tôi món ăn kèm được không?	Viet	
Restaurant	6.2	6.2Eng	What do you recommend for side dish?	Eng	https://luandai123.github.io/English_Daily/6.6.2-Eng.mp3
Restaurant	6.2	6.2Phon	wʌt du: ju: ˌrɛkəˈmɛnd fɔ:r saɪd dɪʃ	Phon	
Restaurant	6.3	6.3Viet	Bạn có thể gợi ý cho tôi món đặc sản của nhà hàng được không?	Viet	
Restaurant	6.3	6.3Eng	What do you recommend for the house specialty?	Eng	https://luandai123.github.io/English_Daily/6.6.3-Eng.mp3
Restaurant	6.3	6.3Phon	wʌt du: ju: ˌrɛkəˈmɛnd fɔ:r ðə haʊs ˈspɛʃəlti	Phon	
Restaurant	6.4	6.4Viet	Bạn có thể gợi ý cho tôi món chính không?	Viet	
Restaurant	6.4	6.4Eng	What do you recommend for the main dish?	Eng	https://luandai123.github.io/English_Daily/6.6.4-Eng.mp3
Restaurant	6.4	6.4Phon	wʌt du: ju: ˌrɛkəˈmɛnd fɔ:r ðə meɪn dɪʃ	Phon	
Restaurant	6.5	6.5Viet	Bạn có thể gợi ý cho tôi loại nước sốt không?	Viet	
Restaurant	6.5	6.5Eng	What do you recommend for dressing?	Eng	https://luandai123.github.io/English_Daily/6.6.5-Eng.mp3
Restaurant	6.5	6.5Phon	wʌt du: ju: ˌrɛkəˈmɛnd fɔ:r ˈdrɛsɪŋ	Phon	
Restaurant	7	7Struc	DOES + TÊN MÓN COME WITH…? /Món đó sẽ đi kèm với… hả?/	Struc	
Restaurant	7.1	7.1Viet	Món đó sẽ đi kèm với đồ uống hả?	Viet	
Restaurant	7.1	7.1Eng	Does it come with a drink?	Eng	https://luandai123.github.io/English_Daily/6.7.1-Eng.mp3
Restaurant	7.1	7.1Phon	dʌz ɪt kʌm wɪð ə drɪŋk	Phon	
Restaurant	7.2	7.2Viet	Món đó sẽ đi kèm với bánh mì hả?	Viet	
Restaurant	7.2	7.2Eng	Does it come with bread?	Eng	https://luandai123.github.io/English_Daily/6.7.2-Eng.mp3
Restaurant	7.2	7.2Phon	dʌz ɪt kʌm wɪð brɛd	Phon	
Restaurant	7.3	7.3Viet	Món chính có đi kèm với món khai vị không?	Viet	
Restaurant	7.3	7.3Eng	Does the main dish come with an appertizer?	Eng	https://luandai123.github.io/English_Daily/6.7.3-Eng.mp3
Restaurant	7.3	7.3Phon	dʌz ðə meɪn dɪʃ kʌm wɪð ən ˈæpətaɪzər	Phon	
Restaurant	7.4	7.4Viet	Món khai vị có đi kèm với món rau trộn không?	Viet	
Restaurant	7.4	7.4Eng	Does the starter come with salad?	Eng	https://luandai123.github.io/English_Daily/6.7.4-Eng.mp3
Restaurant	7.4	7.4Phon	dʌz ðə ˈsta:rtər kʌm wɪð ˈsæləd	Phon	
Restaurant	7.5	7.5Viet	Món đó có đi kèm với cơm trắng không?	Viet	
Restaurant	7.5	7.5Eng	Does it come with rice?	Eng	https://luandai123.github.io/English_Daily/6.7.5-Eng.mp3
Restaurant	7.5	7.5Phon	dʌz ɪt kʌm wɪð raɪs	Phon	
Restaurant	7.6	7.6Viet	Món đó có đi kèm với món súp không?	Viet	
Restaurant	7.6	7.6Eng	Does it come with soup?	Eng	https://luandai123.github.io/English_Daily/6.7.6-Eng.mp3
Restaurant	7.6	7.6Phon	dʌz ɪt kʌm wɪð su:p	Phon	
Restaurant	8	8Struc	WE WOULD LIKE TO HAVE… FOR DRINKS /Về thức uống thì chúng tôi muốn.../	Struc	
Restaurant	8.1	8.1Viet	Về thức uống thì cho chúng tôi nước chanh nhé.	Viet	
Restaurant	8.1	8.1Eng	We would like to have lemonade for drinks.	Eng	https://luandai123.github.io/English_Daily/6.8.1-Eng.mp3
Restaurant	8.1	8.1Phon	wi: wʊd laɪk tu: hæv lɛməˈneɪd fɔ:r drɪŋks	Phon	
Restaurant	8.2	8.2Viet	Về thức uống thì cho chúng tôi nước khoáng nhé.	Viet	
Restaurant	8.2	8.2Eng	We would like to have mineral water for drinks.	Eng	https://luandai123.github.io/English_Daily/6.8.2-Eng.mp3
Restaurant	8.2	8.2Phon	wi: wʊd laɪk tu: hæv ˈmɪnərəl ˈwa:tər fɔ:r drɪŋks	Phon	
Restaurant	8.3	8.3Viet	Về thức uống thì cho chúng tôi trà đá nhé.	Viet	
Restaurant	8.3	8.3Eng	We would like to have iced tea.	Eng	https://luandai123.github.io/English_Daily/6.8.3-Eng.mp3
Restaurant	8.3	8.3Phon	wi: wʊd laɪk tu: hæv aɪst ti:	Phon	
Restaurant	9	9Struc	SORRY, WE ARE… /Xin lỗi, chúng tôi…/	Struc	
Restaurant	9.1	9.1Viet	Xin lỗi, chúng tôi chưa sẵn sàng.	Viet	
Restaurant	9.1	9.1Eng	Sorry, we are not ready yet.	Eng	https://luandai123.github.io/English_Daily/6.9.1-Eng.mp3
Restaurant	9.1	9.1Phon	ˈsa:ri wi: a:r na:t ˈrɛdi jɛt	Phon	
Restaurant	9.2	9.2Viet	Xin lỗi, chúng tôi vẫn đang suy nghĩ.	Viet	
Restaurant	9.2	9.2Eng	Sorry, we’re still deciding.	Eng	https://luandai123.github.io/English_Daily/6.9.2-Eng.mp3
Restaurant	9.2	9.2Phon	ˈsa:ri wɪr stɪl dɪˈsaɪdɪŋ	Phon	
Restaurant	9.3	9.3Viet	Chúng tôi gọi món được không?	Viet	
Restaurant	9.3	9.3Eng	Can we order please?	Eng	https://luandai123.github.io/English_Daily/6.9.3-Eng.mp3
Restaurant	9.3	9.3Phon	kæn wi: ˈɔ:rdər pli:z	Phon	
Restaurant	9.4	9.4Viet	Bây giờ chúng tôi gọi món luôn nhé.	Viet	
Restaurant	9.4	9.4Eng	We’d like to order now.	Eng	https://luandai123.github.io/English_Daily/6.9.4-Eng.mp3
Restaurant	9.4	9.4Phon	wi:d laɪk tu: ˈɔ:rdər naʊ	Phon	
Restaurant	10	10Struc	WHAT + NOUN + DO YOU HAVE? /Bạn có gì cho…?/	Struc	
Restaurant	10.1	10.1Viet	Bạn có những món chính nào?	Viet	
Restaurant	10.1	10.1Eng	What main dishes do you have?	Eng	https://luandai123.github.io/English_Daily/6.10.1-Eng.mp3
Restaurant	10.1	10.1Phon	wʌt meɪn ˈdɪʃɪz du: ju: hæv	Phon	
Restaurant	10.2	10.2Viet	Bạn có những món khai vị nào?	Viet	
Restaurant	10.2	10.2Eng	What appetizers do you have?	Eng	https://luandai123.github.io/English_Daily/6.10.2-Eng.mp3
Restaurant	10.2	10.2Phon	wʌt ˈæpətaɪzərz du: ju: hæv	Phon	
Restaurant	10.3	10.3Viet	Bạn có những món đặc sản nào?	Viet	
Restaurant	10.3	10.3Eng	What house specialties do you have?	Eng	https://luandai123.github.io/English_Daily/6.10.3-Eng.mp3
Restaurant	10.3	10.3Phon	wʌt haʊs ˈspɛʃəltiz du: ju: hæv	Phon	
Restaurant	10.4	10.4Viet	Bạn có những món ăn kèm nào?	Viet	
Restaurant	10.4	10.4Eng	What side dishes do you have?	Eng	https://luandai123.github.io/English_Daily/6.10.4-Eng.mp3
Restaurant	10.4	10.4Phon	wʌt saɪd ˈdɪʃɪz du: ju: hæv	Phon	
Restaurant	11	11Struc	I WOULD LIKE… /Tôi muốn…/	Struc	
Restaurant	11.1	11.1Viet	Cho tôi 2 dĩa rau trộn nhé.	Viet	
Restaurant	11.1	11.1Eng	I would like to have two salads.	Eng	https://luandai123.github.io/English_Daily/6.11.1-Eng.mp3
Restaurant	11.1	11.1Phon	aɪ wʊd laɪk tu: hæv tu: ˈsælədz	Phon	
Restaurant	11.2	11.2Viet	Cho tôi một gà quay và một bít tết nhé.	Viet	
Restaurant	11.2	11.2Eng	I would like to have one roast chicken and one steak.	Eng	https://luandai123.github.io/English_Daily/6.11.2-Eng.mp3
Restaurant	11.2	11.2Phon	aɪ wʊd laɪk tu: hæv wʌn roʊst ˈʧɪkən ænd wʌn steɪk	Phon	
Restaurant	11.3	11.3Viet	Tôi muốn một khoai tây chiên và một bánh mì kẹp xúc xích.	Viet	
Restaurant	11.3	11.3Eng	I would like French fried and a hot dog.	Eng	https://luandai123.github.io/English_Daily/6.11.3-Eng.mp3
Restaurant	11.3	11.3Phon	aɪ wʊd laɪk frɛnʧ fraɪd ænd ə ha:t dɔ:g	Phon	
Restaurant	11.4	11.4Viet	Tôi muốn thịt bít tết chín kĩ nhé.	Viet	
Restaurant	11.4	11.4Eng	I would like my steak well-done.	Eng	https://luandai123.github.io/English_Daily/6.11.4-Eng.mp3
Restaurant	11.4	11.4Phon	aɪ wʊd laɪk maɪ steɪk wɛlˈdʌn	Phon	
Restaurant	11.5	11.5Viet	Tôi muốn thịt bít tết tái vừa nhé,	Viet	
Restaurant	11.5	11.5Eng	I would like my steak medium-rare.	Eng	https://luandai123.github.io/English_Daily/6.11.5-Eng.mp3
Restaurant	11.5	11.5Phon	aɪ wʊd laɪk maɪ steɪk ˌmiːdiəmˈrer	Phon	
Restaurant	11.6	11.6Viet	Tôi muốn thịt bít tết chín vừa nhé,	Viet	
Restaurant	11.6	11.6Eng	I would like my steak medium-well.	Eng	https://luandai123.github.io/English_Daily/6.11.6-Eng.mp3
Restaurant	11.6	11.6Phon	aɪ wʊd laɪk maɪ steɪk ˌmiːdiəmˈwel	Phon	
Restaurant	12	12Struc	CAN I HAVE SOME…? /Cho tôi…?/	Struc	
Restaurant	12.1	12.1Viet	Cho tôi xin tương ớt nhé?	Viet	
Restaurant	12.1	12.1Eng	Can I have some chili sauce?	Eng	https://luandai123.github.io/English_Daily/6.12.1-Eng.mp3
Restaurant	12.1	12.1Phon	kæn aɪ hæv sʌm ˈʧɪli sɔ:s	Phon	
Restaurant	12.2	12.2Viet	Cho tôi xin tương cà nhé?	Viet	
Restaurant	12.2	12.2Eng	Can I have some ketchup?	Eng	https://luandai123.github.io/English_Daily/6.12.2-Eng.mp3
Restaurant	12.2	12.2Phon	kæn aɪ hæv sʌm ˈketʃʌp	Phon	
Restaurant	12.3	12.3Viet	Cho tôi xin ít giấm nhé?	Viet	
Restaurant	12.3	12.3Eng	Can I have some vinegar?	Eng	https://luandai123.github.io/English_Daily/6.12.3-Eng.mp3
Restaurant	12.3	12.3Phon	kæn aɪ hæv sʌm ˈvɪnəgər	Phon	
Restaurant	12.4	12.4Viet	Cho tôi xin ít tiêu và muối nhé?	Viet	
Restaurant	12.4	12.4Eng	Can I have some pepper and salt?	Eng	https://luandai123.github.io/English_Daily/6.12.4-Eng.mp3
Restaurant	12.4	12.4Phon	kæn aɪ hæv sʌm ˈpɛpər ænd sɔ:lt	Phon	
Restaurant	12.5	12.5Viet	Cho tôi xin ít xì dầu nhé?	Viet	
Restaurant	12.5	12.5Eng	Can I have some soy sauce?	Eng	https://luandai123.github.io/English_Daily/6.12.5-Eng.mp3
Restaurant	12.5	12.5Phon	kæn aɪ hæv sʌm sɔɪ sɔ:s	Phon	
Restaurant	12.6	12.6Viet	Cho tôi ít nước mắm nhé?	Viet	
Restaurant	12.6	12.6Eng	Can I have some fish sauce?	Eng	https://luandai123.github.io/English_Daily/6.12.6-Eng.mp3
Restaurant	12.6	12.6Phon	kæn aɪ hæv sʌm fɪʃ sɔ:s	Phon	
Restaurant	12.7	12.7Viet	Cho tôi một cái muỗng nhé?	Viet	
Restaurant	12.7	12.7Eng	Can I have a spoon?	Eng	https://luandai123.github.io/English_Daily/6.12.7-Eng.mp3
Restaurant	12.7	12.7Phon	kæn aɪ hæv ə spu:n	Phon	
Restaurant	12.8	12.8Viet	Cho tôi một cái khăn ăn nhé?	Viet	
Restaurant	12.8	12.8Eng	Can I have a napkin?	Eng	https://luandai123.github.io/English_Daily/6.12.8-Eng.mp3
Restaurant	12.8	12.8Phon	kæn aɪ hæv ə ˈnæpkɪn	Phon	
Restaurant	12.9	12.9Viet	Cho tôi một cái nĩa nhé?	Viet	
Restaurant	12.9	12.9Eng	Can I have a fork?	Eng	https://luandai123.github.io/English_Daily/6.12.9-Eng.mp3
Restaurant	12.9	12.9Phon	kæn aɪ hæv ə fɔ:rk	Phon	
Restaurant	12.1	12.1Viet	Cho tôi đôi đũa nhé?	Viet	
Restaurant	12.1	12.1Eng	Can I have chopsticks?	Eng	https://luandai123.github.io/English_Daily/6.12.1-Eng.mp3
Restaurant	12.1	12.1Phon	kæn aɪ hæv ˈʧa:pstɪks	Phon	
Restaurant	13	13Struc	NO…, PLEASE / Đừng cho… nhé/	Struc	
Restaurant	13.1	13.1Viet	Làm ơn đừng cho hành tây vào nhé.	Viet	
Restaurant	13.1	13.1Eng	No onions, please.	Eng	https://luandai123.github.io/English_Daily/6.13.1-Eng.mp3
Restaurant	13.1	13.1Phon	noʊ ˈʌnjənz pli:z	Phon	
Restaurant	13.2	13.2Viet	Làm ơn đừng cho kem tươi vào nhé.	Viet	
Restaurant	13.2	13.2Eng	No whipped cream, please.	Eng	https://luandai123.github.io/English_Daily/6.13.2-Eng.mp3
Restaurant	13.2	13.2Phon	noʊ wɪpt kri:m pli:z	Phon	
Restaurant	13.3	13.3Viet	Làm ơn đừng cho sốt mayonnaise vào nhé.	Viet	
Restaurant	13.3	13.3Eng	No mayonnaise, please.	Eng	https://luandai123.github.io/English_Daily/6.13.3-Eng.mp3
Restaurant	13.3	13.3Phon	noʊ ˈmeɪoʊ ˈmeɪəneɪz pli:z	Phon	
Restaurant	13.4	13.4Viet	Không đường nhé.	Viet	
Restaurant	13.4	13.4Eng	No sugar, please.	Eng	https://luandai123.github.io/English_Daily/6.13.4-Eng.mp3
Restaurant	13.4	13.4Phon	noʊ ˈʃʊgər pli:z	Phon	
Restaurant	14	14Struc	THIS IS TOO… /Món này quá…/	Struc	
Restaurant	14.1	14.1Viet	Món này cay quá.	Viet	
Restaurant	14.1	14.1Eng	This is too spicy.	Eng	https://luandai123.github.io/English_Daily/6.14.1-Eng.mp3
Restaurant	14.1	14.1Phon	ðɪs ɪz tu: ˈspaɪsi	Phon	
Restaurant	14.2	14.2Viet	Món này dai quá.	Viet	
Restaurant	14.2	14.2Eng	This is too tough.	Eng	https://luandai123.github.io/English_Daily/6.14.2-Eng.mp3
Restaurant	14.2	14.2Phon	ðɪs ɪz tu: tʌf	Phon	
Restaurant	14.3	14.3Viet	Món này chua quá.	Viet	
Restaurant	14.3	14.3Eng	This is too sour.	Eng	https://luandai123.github.io/English_Daily/6.14.3-Eng.mp3
Restaurant	14.3	14.3Phon	ðɪs ɪz tu: ˈsaʊər	Phon	
Restaurant	14.4	14.4Viet	Món này nguội quá.	Viet	
Restaurant	14.4	14.4Eng	This is too cold.	Eng	https://luandai123.github.io/English_Daily/6.14.4-Eng.mp3
Restaurant	14.4	14.4Phon	ðɪs ɪz tu: koʊld	Phon	
Restaurant	14.5	14.5Viet	Món này đắng quá.	Viet	
Restaurant	14.5	14.5Eng	This is too bitter.	Eng	https://luandai123.github.io/English_Daily/6.14.5-Eng.mp3
Restaurant	14.5	14.5Phon	ðɪs ɪz tu: ˈbɪtər	Phon	
Restaurant	14.6	14.6Viet	Món này tái quá.	Viet	
Restaurant	14.6	14.6Eng	This is too pink.	Eng	https://luandai123.github.io/English_Daily/6.14.6-Eng.mp3
Restaurant	14.6	14.6Phon	ðɪs ɪz tu: pɪŋk	Phon	
Restaurant	15	15Struc	MY TUMMY IS GROWING, I WOULD LIKE TO HAVE… /Bụng tôi đang đói meo, tôi muốn…/	Struc	
Restaurant	15.1	15.1Viet	Bụng tôi đang đói meo, tôi muốn ăn mì xào.	Viet	
Restaurant	15.1	15.1Eng	My tummy is growling, I would like to have chow mein.	Eng	https://luandai123.github.io/English_Daily/6.15.1-Eng.mp3
Restaurant	15.1	15.1Phon	maɪ ˈtʌmi ɪz ˈgraʊlɪŋ aɪ wʊd laɪk tu: hæv ˌtʃaʊ ˈmeɪn	Phon	
Restaurant	15.2	15.2Viet	Bụng tôi đang đói meo, tôi muốn ăn một tô phở bò.	Viet	
Restaurant	15.2	15.2Eng	My tummy is growling, I would like to have a bowl of beef Pho.	Eng	https://luandai123.github.io/English_Daily/6.15.2-Eng.mp3
Restaurant	15.2	15.2Phon	maɪ ˈtʌmi ɪz ˈgraʊlɪŋ aɪ wʊd laɪk tu: hæv ə boʊl ʌv bi:f Pho	Phon	
Restaurant	15.3	15.3Viet	Bụng tôi đang đói meo, tôi muốn ăn chả giò.	Viet	
Restaurant	15.3	15.3Eng	My tummy is growling, I would like to have spring rolls.	Eng	https://luandai123.github.io/English_Daily/6.15.3-Eng.mp3
Restaurant	15.3	15.3Phon	maɪ ˈtʌmi ɪz ˈgraʊlɪŋ aɪ wʊd laɪk tu: hæv sprɪŋ roʊlz	Phon	
Restaurant	15.4	15.4Viet	Bụng tôi đang đói meo, tôi muốn ăn lẩu.	Viet	
Restaurant	15.4	15.4Eng	My tummy is growling, I would like to have hot pot.	Eng	https://luandai123.github.io/English_Daily/6.15.4-Eng.mp3
Restaurant	15.4	15.4Phon	maɪ ˈtʌmi ɪz ˈgraʊlɪŋ aɪ wʊd laɪk tu: hæv ha:t pa:t	Phon	
Restaurant	16	16Struc	A: WHAT DO YOU FEEL LIKE EATING? /Bạn thấy thèm ăn cái gì?/, B: I FEEL LIKE EATING + TÊN MÓN /Tôi thấy thèm ăn…/	Struc	
Restaurant	16.1	16.1Viet	A: Bạn thấy thèm ăn cái gì?, B: Tôi thấy thèm ăn bít tết.	Viet	
Restaurant	16.1	16.1Eng	A: What do you feel like eating?, B: I feel like eating steak.	Eng	https://luandai123.github.io/English_Daily/6.16.1-Eng.mp3
Restaurant	16.1	16.1Phon	A: wʌt du: ju: fi:l laɪk ˈi:tɪŋ, B: aɪ fi:l laɪk ˈi:tɪŋ steɪk	Phon	
Restaurant	16.2	16.2Viet	A: Bạn thấy thèm ăn cái gì? B: Tôi thấy thèm ăn mì ý.	Viet	
Restaurant	16.2	16.2Eng	A: What do you feel like eating?, B: I feel like eating pasta.	Eng	https://luandai123.github.io/English_Daily/6.16.2-Eng.mp3
Restaurant	16.2	16.2Phon	A: wʌt du: ju: fi:l laɪk ˈi:tɪŋ, B: aɪ fi:l laɪk ˈi:tɪŋ ˈpa:stə	Phon	
Restaurant	17	17Struc	TO BE HONEST, IT… /Thành thật mà nói, nó…/	Struc	
Restaurant	17.1	17.1Viet	Thành thật mà nói, nó không ngon lắm.	Viet	
Restaurant	17.1	17.1Eng	To be honest, it wasn’t great.	Eng	https://luandai123.github.io/English_Daily/6.17.1-Eng.mp3
Restaurant	17.1	17.1Phon	tu: bi: ˈa:nɪst ɪt ˈwa:zənt greɪt	Phon	
Restaurant	17.2	17.2Viet	Thành thật mà nói, món đó còn có thể ngon hơn.	Viet	
Restaurant	17.2	17.2Eng	To be honest, it could have been better.	Eng	https://luandai123.github.io/English_Daily/6.17.2-Eng.mp3
Restaurant	17.2	17.2Phon	tu: bi: ˈa:nɪst ɪt kʊd hæv bi:n ˈbɛtər	Phon	
Restaurant	17.3	17.3Viet	Thành thật mà nói, món đó rất ngon.	Viet	
Restaurant	17.3	17.3Eng	To be honest, that was really delicious.	Eng	https://luandai123.github.io/English_Daily/6.17.3-Eng.mp3
Restaurant	17.3	17.3Phon	tu: bi: ˈa:nɪst ðæt wʌz ˈriːəli dɪˈlɪʃəs	Phon	
Restaurant	17.4	17.4Viet	Thành thật mà nói, mọi thứ đều hoàn hảo.	Viet	
Restaurant	17.4	17.4Eng	To be honest, everything was perfect.	Eng	https://luandai123.github.io/English_Daily/6.17.4-Eng.mp3
Restaurant	17.4	17.4Phon	tu: bi: ˈa:nɪst ˈɛvriθɪŋ wʌz ˈpɜ:rfɪkt	Phon	
Restaurant	17.5	17.5Viet	Thành thật mà nói, thịt bị khét.	Viet	
Restaurant	17.5	17.5Eng	To be honest, the meat is burnt.	Eng	https://luandai123.github.io/English_Daily/6.17.5-Eng.mp3
Restaurant	17.5	17.5Phon	tu: bi: ˈa:nɪst ðə mi:t ɪz bɜ:rnt	Phon	
Restaurant	18	18Struc	EXCUSE ME, THIS IS NOT WHAT I ORDERED. I ASKED FOR… /Xin lỗi, tôi không có gọi món này. Tôi gọi…/	Struc	
Restaurant	18.1	18.1Viet	Xin lỗi, tôi không có gọi món này. Tôi gọi thịt bò nướng.	Viet	
Restaurant	18.1	18.1Eng	Excuse me, this is not what I ordered.I asked for roast beef.	Eng	https://luandai123.github.io/English_Daily/6.18.1-Eng.mp3
Restaurant	18.1	18.1Phon	ɪkˈskjuːs miː ðɪs ɪz naːt wʌt aɪ ˈɔːrdərd aɪ æskt fɔːr roʊst biːf	Phon	
Restaurant	18.2	18.2Viet	Xin lỗi, tôi không có gọi món này. Tôi gọi súp cà chua.	Viet	
Restaurant	18.2	18.2Eng	Excuse me, this is not what I ordered. I asked for tomato soup.	Eng	https://luandai123.github.io/English_Daily/6.18.2-Eng.mp3
Restaurant	18.2	18.2Phon	ɪkˈskjuːs miː ðɪs ɪz naːt wʌt aɪ ˈɔːrdərd aɪ ˈæskt fɔːr təˈmeɪtoʊ suːp	Phon	
Restaurant	18.3	18.3Viet	Xin lỗi, tôi không có gọi món này. Tôi gọi thịt hầm.	Viet	
Restaurant	18.3	18.3Eng	Excuse me, this is not what I ordered. I asked for a stew.	Eng	https://luandai123.github.io/English_Daily/6.18.3-Eng.mp3
Restaurant	18.3	18.3Phon	ɪkˈskjuːs miː ðɪs ɪz naːt wʌt aɪ ˈɔːrdərd aɪ ˈæskt fɔːr ə stuː	Phon	
Restaurant	19	19Struc	I AM ALLERGIC TO + TÊN MÓN, AND I DISLIKE THE SMELL. WHENEVER I HAVE IT, I WILL HAVE… /Tôi bị dị ứng với… và tôi không thích mùi của nó. Mỗi lần ăn xong, tôi sẽ bị…/	Struc	
Restaurant	19.1	19.1Viet	Tôi bị dị ứng với đồ hải sản, tôi không thích mùi của nó. Mỗi lần ăn xong, tôi bị tiêu chảy.	Viet	
Restaurant	19.1	19.1Eng	I am allergic to seafood, and I dislike the smell. Whenever I have it, I will have diarrhea.	Eng	https://luandai123.github.io/English_Daily/6.19.1-Eng.mp3
Restaurant	19.1	19.1Phon	aɪ æm əˈlɜ:rʤɪk tu: ˈsi:fu:d ænd aɪ dɪˈslaɪk ðə smɛl wenˈevər aɪ hæv ɪt aɪ wɪl hæv ˌdaɪəˈri:ə	Phon	
